id,prompt,topic_composition,dominant_topic,topic_label
u951p5,What wine with red tuna belly,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.437, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.2171, 22: 0.0053, 23: 0.003, 24: 0.0}",7,Home Network Troubleshooting
u603p5,Business ideas that people won’t think of easily,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.5, 4: 0.5, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",3,Professional Email Drafting
u513p2,summarize the explanation in three sentences,"{0: 0.6677, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",0,Document Summarization
u563p7,what software is on the screen,"{0: 0.3124, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.2915, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u351p2,Affordable mid-size sedan,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.4336, 9: 0.0138, 10: 0.0143, 11: 0.2238, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",8,Healthy Meal Planning
u689p5,Code me a metronome with Javascript,"{0: 0.3124, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.3015, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u690p8,"Missouri has a plethora of exciting attractions to explore. *Natural Wonders*:  - *Lake of the Ozarks*: A popular vacation spot with resorts, campgrounds, and thousands of miles of shoreline ¹. - *Ozark National Scenic Riverways*: Perfect for paddling and exploring the beautiful Ozark rivers ². - *Mark Twain National Forest*: A great spot for outdoor activities like hiking, camping, and wildlife watching.  *City Attractions*:  - *Gateway Arch*: An iconic 630-foot-tall stainless steel monument in St. Louis, symbolizing the westward expansion of the United States ¹. - *Nelson-Atkins Museum of Art*: A world-class art museum in Kansas City, featuring an impressive collection of over 35,000 works of art ¹. - *City Museum*: A unique museum in St. Louis made from reclaimed materials like old airplanes, school buses, and construction equipment [4).  *Family-Friendly Fun*:  - *Silver Dollar City*: A theme park in Branson with roller coasters, water rides, and live entertainment ¹ ³. - *Saint Louis Zoo*: Home to over 14,000 animals from around the world, offering free admission ¹. - *Branson Scenic Railroad*: A historic train offering scenic rides through the Ozark foothills ¹.","{0: 0.0, 1: 0.0, 2: 0.2838, 3: 0.0, 4: 0.0384, 5: 0.0869, 6: 0.0, 7: 0.0, 8: 0.0375, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0129, 16: 0.0, 17: 0.123, 18: 0.319, 19: 0.0, 20: 0.0126, 21: 0.0, 22: 0.0, 23: 0.0859, 24: 0.0}",18,Vehicle Charging Speed
u794p1,Find banana dessert recipes,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.6442, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",8,Healthy Meal Planning
u334p3,Abnormal vital signs causes,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.6435, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",12,Email and Application Requests
u560p8,best steak restaurants in London,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.2826, 9: 0.0175, 10: 0.0181, 11: 0.2835, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",11,Percentage and Interest Calculation
u564p3,good so tell me where i can get the images to add to this blogpost to add alongside and where to insert the images.,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.0248, 4: 0.7202, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u719p4,Will Donald Trump ever serve time in jail?,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.2248, 11: 0.0132, 12: 0.4329, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",12,Email and Application Requests
u89p9,what is the interpretation of an r-squared regression statistic of 0.35?,"{0: 0.3786, 1: 0.0279, 2: 0.2024, 3: 0.0248, 4: 0.0227, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.1837, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",0,Document Summarization
u999p8,"If you had to explain recursion to a five-year-old, how would you do it?","{0: 0.3124, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.2842, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u274p9,Does school principals perform suicide risk assessment?,"{0: 0.0254, 1: 0.0238, 2: 0.0238, 3: 0.0212, 4: 0.0194, 5: 0.3107, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.1578, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.3016, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",5,Career and Education Planning
u983p1,"In Tableau, I have two columns: Site and Stores. I want to count the number of stores per site and then create a view with the number of sites that fall into each bin of Store Count where each Store Count bin is 100 stores","{0: 0.0104, 1: 0.0097, 2: 0.373, 3: 0.0086, 4: 0.0079, 5: 0.0056, 6: 0.0054, 7: 0.0046, 8: 0.0036, 9: 0.2461, 10: 0.0041, 11: 0.0038, 12: 0.0034, 13: 0.0032, 14: 0.0032, 15: 0.0031, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.3042, 23: 0.0, 24: 0.0}",2,Travel Booking
u906p10,"No, you're not including the right books, sorry.","{0: 0.036, 1: 0.0337, 2: 0.4549, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.2248, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",2,Travel Booking
u983p4,I have a databricks notebook that is saving as an ipynb instead of .py,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.0248, 4: 0.0227, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.1853, 12: 0.0098, 13: 0.358, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.1799, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",13,General Knowledge Questions
u474p6,Forestry and its components,"{0: 0.5791, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u385p6,Explain the difference between a credit union and a traditional bank,"{0: 0.0254, 1: 0.1723, 2: 0.0238, 3: 0.0212, 4: 0.0194, 5: 0.0138, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.4548, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.1561, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",11,Percentage and Interest Calculation
u732p4,Go to google trends and send links to news trending on health,"{0: 0.2807, 1: 0.0207, 2: 0.0208, 3: 0.0184, 4: 0.1461, 5: 0.012, 6: 0.0116, 7: 0.0098, 8: 0.0077, 9: 0.0085, 10: 0.0088, 11: 0.0081, 12: 0.0073, 13: 0.0069, 14: 0.0069, 15: 0.0066, 16: 0.1357, 17: 0.0046, 18: 0.0048, 19: 0.2626, 20: 0.0041, 21: 0.004, 22: 0.0033, 23: 0.0, 24: 0.0}",0,Document Summarization
u44p6,how would i find accurate home valuation estimates in the zip code 90210,"{0: 0.6193, 1: 0.0238, 2: 0.1723, 3: 0.0212, 4: 0.0194, 5: 0.0138, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",0,Document Summarization
u350p5,What is better copper or pex for plumbing?,"{0: 0.0457, 1: 0.3094, 2: 0.3095, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",2,Travel Booking
u871p3,Give me a heart healthy meal plan to diet to follow for cutting and muscle gain.,"{0: 0.0176, 1: 0.0165, 2: 0.2225, 3: 0.0147, 4: 0.0134, 5: 0.0096, 6: 0.0093, 7: 0.0078, 8: 0.5211, 9: 0.0068, 10: 0.007, 11: 0.0065, 12: 0.0058, 13: 0.0055, 14: 0.0055, 15: 0.0053, 16: 0.0051, 17: 0.1067, 18: 0.0039, 19: 0.0033, 20: 0.0033, 21: 0.0032, 22: 0.0, 23: 0.0, 24: 0.0}",8,Healthy Meal Planning
u780p2,which football team is the most decorated in europe top 5 teams,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.0248, 4: 0.0227, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.7029, 22: 0.0044, 23: 0.0, 24: 0.0}",21,Coffee Comparison
u725p2,Write a prompt messing with my friend,"{0: 0.0457, 1: 0.3094, 2: 0.0428, 3: 0.3047, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",1,Romantic Poem Writing
u511p3,what are the different kinds of truths,"{0: 0.0457, 1: 0.3094, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.2848, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",1,Romantic Poem Writing
u139p1,dollars to pounds,"{0: 0.0457, 1: 0.0427, 2: 0.3095, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.2767, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",2,Travel Booking
u700p3,estimate costs to obtain cert using internet including qualiffication certs and value it brings in salary to professionals how much it is worth to get,"{0: 0.0147, 1: 0.0138, 2: 0.0138, 3: 0.1845, 4: 0.0973, 5: 0.008, 6: 0.5243, 7: 0.0926, 8: 0.0051, 9: 0.0056, 10: 0.0058, 11: 0.0054, 12: 0.0048, 13: 0.0046, 14: 0.0046, 15: 0.0044, 16: 0.0043, 17: 0.0031, 18: 0.0032, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",6,Decision Strategy
u761p7,Any home remedies ?,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.5536, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",7,Home Network Troubleshooting
u24p5,Please simplify the paragraph below,"{0: 0.3124, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.2809, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u679p10,What are the red switch wires on it?,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.5536, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",7,Home Network Troubleshooting
u89p1,Solve this problem showing the formulas and calculations. Your current age is 35 and you want to retire at 60. How much can you withdraw annually during retirement (at the end of each year) if you deposit $6000 annually until age 60? The interest rate is 5% per anum until you turn 60 and then 9% per anum until age 90. Assume deposits and withdrawls occur at the end of each year.,"{0: 0.0804, 1: 0.011, 2: 0.011, 3: 0.0098, 4: 0.009, 5: 0.0064, 6: 0.0062, 7: 0.0052, 8: 0.0041, 9: 0.0045, 10: 0.0046, 11: 0.0043, 12: 0.0039, 13: 0.2095, 14: 0.0037, 15: 0.5524, 16: 0.0034, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0708, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",15,Mental Health and Stress
u78p6,Participate in system architecture design Deploy application and set up CICD pipeline on AWS and Modal (Serverless) Integrate with OpenAI (ChatGPT) API to categorize commercial real estate line items and generate analysis accordingly Interfaced with Microsoft Graph API Work on the reactive frontend using NextJS and Backend API using NestJS. - Achievements Deployed a C# Excel WebAssembly to manipulate Excel Spreadsheets Integrated with Microsoft document intelligence to extract information from PDF file. Worked on data extraction from PDF using OCR and ML technology Wrote an algorithm to combine unique tables extracted from a PDF using the OCR engine Fine-tune Llama 3.0 for commercial real estate Build an AI agent to screen commercial real estate deals using Langgraph and zep for long term memory in less than 3 months. Integrate datadog for monitoring and log streaming.  Rewrite this in paragraph format,"{0: 0.242, 1: 0.0, 2: 0.0504, 3: 0.3054, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.2722, 10: 0.0, 11: 0.0329, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0487, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0484, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",3,Professional Email Drafting
u937p7,"I have just completed NCFE cyber security cert, is it worth doing the levl 3 if its free?","{0: 0.0254, 1: 0.0238, 2: 0.3208, 3: 0.0212, 4: 0.0194, 5: 0.0138, 6: 0.1618, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.3016, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",2,Travel Booking
u804p2,writing letters using libre office,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.5, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.5, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u865p2,Write a cover letter for the following job posting that I want to apply for: **redacted due to privacy**,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.0248, 4: 0.5458, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.1842, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u57p4,How to identify planets and constellations,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.5475, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",13,General Knowledge Questions
u894p7,I would love your help in making tons of sounds and patterns on FL they are many and i cant make them all with the tight deadline that I have,"{0: 0.0254, 1: 0.1723, 2: 0.0238, 3: 0.3181, 4: 0.0194, 5: 0.0138, 6: 0.3103, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",3,Professional Email Drafting
u716p5,Does YouTube count views from different devices or just one isp,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.4349, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.2159, 23: 0.003, 24: 0.0}",9,Programming Code Examples
u116p5,Can I work on a local committee as well as representing the locality as a parish councillor?,"{0: 0.0254, 1: 0.0238, 2: 0.0238, 3: 0.0212, 4: 0.0194, 5: 0.0138, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.1585, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.5986, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",19,Technical Installation Debugging
u230p4,Are you familiar with the assessment criteria for the IB Film COmparative Study assessment,"{0: 0.0197, 1: 0.1332, 2: 0.2481, 3: 0.0164, 4: 0.015, 5: 0.3551, 6: 0.0103, 7: 0.0087, 8: 0.0068, 9: 0.0075, 10: 0.0078, 11: 0.0072, 12: 0.0064, 13: 0.0061, 14: 0.0061, 15: 0.0059, 16: 0.0057, 17: 0.0041, 18: 0.0043, 19: 0.0036, 20: 0.1184, 21: 0.0036, 22: 0.0, 23: 0.0, 24: 0.0}",5,Career and Education Planning
u509p5,what is the charging speed of a skoda enyaq,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.6395, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",18,Vehicle Charging Speed
u501p3,Are you familiar with any brands that offer products/services that promise to help people lose weight?,"{0: 0.0221, 1: 0.0207, 2: 0.4086, 3: 0.0184, 4: 0.2754, 5: 0.012, 6: 0.0116, 7: 0.0098, 8: 0.0077, 9: 0.0085, 10: 0.138, 11: 0.0081, 12: 0.0073, 13: 0.0069, 14: 0.0069, 15: 0.0066, 16: 0.0064, 17: 0.0046, 18: 0.0048, 19: 0.0041, 20: 0.0041, 21: 0.004, 22: 0.0033, 23: 0.0, 24: 0.0}",2,Travel Booking
u266p3,"Assess the readability of the Summary 2 in terms of ease of understanding and clarity. It could be unclear due to poor formatting, very technical or ambiguous language, use of very long or complex sentences, etc","{0: 0.2342, 1: 0.0118, 2: 0.0119, 3: 0.0105, 4: 0.0096, 5: 0.0069, 6: 0.0066, 7: 0.0056, 8: 0.0044, 9: 0.0787, 10: 0.5957, 11: 0.0046, 12: 0.0041, 13: 0.0039, 14: 0.0039, 15: 0.0038, 16: 0.0037, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",10,Political Policy Analysis
u779p3,Make a schedule for me with specified tasks,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.3047, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.2808, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",3,Professional Email Drafting
u837p5,"My landlord gave all current tenants a new month-to-month lease agreement on january 21, 2025, which was given to each current tenant by me in writing to each individual tenant at their residence. My landlord has me in charge of keeping track of tenant activity in regarding to following new policies and managing the paperwork involved. The new lease agreement stated that effective immediately all designated outdoor spaces must be cleared of everything excluding outdoor furniture and garden items, as well as effective immediately all personal  items must be removed form any areas not included in the tenant's designated outdoor space or indoor spaces(including all garages and outbuildings on the property. When and what would I give to tenant who are not in compliance?","{0: 0.0517, 1: 0.0038, 2: 0.7664, 3: 0.0034, 4: 0.0031, 5: 0.0737, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0252, 13: 0.0, 14: 0.0, 15: 0.0727, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",2,Travel Booking
u866p7,"i need a title and description for my video about ""white noise rain sound"", please include the keyword ""white noise rain sound"" in the title and description in some way","{0: 0.011, 1: 0.0103, 2: 0.0103, 3: 0.0092, 4: 0.9091, 5: 0.006, 6: 0.0058, 7: 0.0049, 8: 0.0038, 9: 0.0042, 10: 0.0044, 11: 0.004, 12: 0.0036, 13: 0.0034, 14: 0.0034, 15: 0.0033, 16: 0.0032, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u176p2,If you have 100 in savings and interest rate is 2% per year. How much do you have left after 5 years?,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.547, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",15,Mental Health and Stress
